context_id,group_by,target_lemma,pos_tag,sentence,target_id
become.v.64,become.v,become,v,"['On', 'a', 'broader', 'level', ',', 'conferees', 'agreed', 'that', 'we', 'must', 'work', 'to', 'ensure', 'that', 'both', 'individual', 'state', 'justice', 'communities', 'and', 'the', 'broader', 'national', 'counterpart', 'becomes', 'more', 'diverse', ',', 'inclusive', 'and', 'multiculturally', 'competent', '.']",24
become.v.65,become.v,become,v,"['But', 'how', 'does', 'matter', ',', 'energy', ',', 'information', ',', 'and', 'something', 'else', 'miraculous', 'become', 'selfish', '?']",13
become.v.66,become.v,become,v,"['Yet', ',', 'nondenominational', 'expressions', 'of', 'faith', 'have', 'become', 'normal', 'in', 'the', 'rituals', 'of', 'the', 'American', 'people', '.']",7
become.v.67,become.v,become,v,"['Lately', ',', 'however', ',', 'I', 'have', 'found', 'that', 'some', 'co-workers', 'have', 'become', 'upset', 'because', 'I', 'was', 'unable', 'to', 'drop', 'everything', 'and', 'come', 'to', 'their', 'aid', 'immediately', '.']",11
become.v.68,become.v,become,v,"['Prudie', ',', 'even', 'if', 'you', 'personally', 'do', ""n't"", 'agree', 'that', 'we', 'are', 'at', 'the', 'point', 'where', 'noncooperation', 'is', 'a', 'virtue', ',', 'wo', ""n't"", 'you', 'admit', 'that', 'at', 'some', 'level', 'of', 'taxation', ',', '``', 'noncooperation', ""''"", 'with', 'the', 'Internal', 'Revenue', 'Service', 'would', 'become', 'a', 'civic', 'duty', '?']",41
become.v.69,become.v,become,v,"['Invented', 'by', 'a', 'Frenchman', ',', 'the', 'neon', 'sign', 'quickly', 'became', 'an', 'Americanism', '.']",9
become.v.70,become.v,become,v,"['In', 'the', 'days', 'that', 'follow', ',', 'Parry', ""'s"", 'fixation', 'intensifies', ',', 'Joe', ""'s"", 'paranoia', 'correspondingly', 'deepens', ',', 'and', 'Clarissa', 'becomes', 'increasingly', 'alienated', '.']",19
become.v.71,become.v,become,v,"['The', 'woman', ""'s"", 'cascading', 'hair', 'becomes', 'a', 'cliff', 'plummeting', 'to', 'the', 'ocean', 'below', ',', 'while', 'her', 'breasts', 'and', 'upraised', 'knees', 'are', 'hills', '.']",5
become.v.72,become.v,become,v,"['The', 'local', 'daimyo', 'of', 'Satsuma', 'was', 'so', 'impressed', 'that', 'he', 'started', 'to', 'buy', 'British', 'ships', ',', 'which', 'became', 'the', 'foundation', 'of', 'the', 'future', 'Imperial', 'Japanese', 'Navy', '.']",17
become.v.73,become.v,become,v,"['With', 'aid', 'from', 'the', 'EU', ',', 'Portugal', 'became', 'one', 'of', 'the', 'fastest-growing', 'countries', 'in', 'Europe', '.']",7
become.v.74,become.v,become,v,"['People', 'are', ""n't"", 'getting', 'a', 'fraction', 'of', 'the', 'productivity', '--', 'or', 'the', 'fun', '--', 'they', 'could', ',', 'and', 'their', 'computers', 'soon', 'become', 'merely', 'expensive', 'toys', '.']",21
become.v.75,become.v,become,v,"['As', 'you', 'probably', 'know', 'by', 'now', ',', 'Slate', 'will', 'soon', 'become', 'a', 'paid-subscription', 'site', '.']",10
become.v.76,become.v,become,v,"['And', 'so', 'all', 'the', 'paradoxes', 'of', 'thrift', ',', 'widow', ""'s"", 'cruses', ',', 'and', 'so', 'on', 'become', 'irrelevant', '.']",15
become.v.77,become.v,become,v,"['Unable', 'to', 'subvert', 'the', 'machine', 'to', 'his', 'will', 'and', 'conscience', ',', 'Octavius', ',', 'together', 'with', 'the', 'BMI', ',', 'becomes', 'the', 'villainous', 'Dr.', 'Octopus', '.']",18
become.v.78,become.v,become,v,"['This', 'was', 'a', 'local', 'story', 'that', 'became', 'a', 'national', 'one', 'when', 'Israel', ""'s"", 'earlier', 'pronouncement', 'that', 'he', 'could', 'not', 'be', 'extradited', 'had', 'appeared', 'to', 'threaten', 'U.S.-Israeli', 'relations', '.']",6
become.v.79,become.v,become,v,"['In', 'dialogic', 'reading', ',', 'the', 'adult', 'encourages', 'the', 'child', 'to', 'become', 'a', 'participant', 'in', 'the', 'narrative', ',', 'even', 'a', 'storyteller', '.']",10
become.v.80,become.v,become,v,"['setting', ',', 'where', 'there', 'is', 'the', 'question', 'of', 'training', 'and', 'the', 'link', 'between', 'the', 'screening', 'instruments', 'and', 'the', 'intervention', ',', 'becomes', 'problematic', '.']",20
become.v.81,become.v,become,v,"['Some', 'units', 'whose', 'members', 'had', 'become', 'separated', 'during', 'the', 'climb', 'attempted', 'to', 'regroup', 'so', 'they', 'could', 'descend', 'together', '.']",5
become.v.82,become.v,become,v,"['An', 'opinion', 'poll', 'published', 'Monday', 'in', 'the', 'Guardian', 'of', 'London', 'found', ',', 'surprisingly', ',', 'that', 'a', 'large', 'proportion', 'of', 'Britons', 'think', 'Australia', 'should', 'ditch', 'the', 'monarchy', ':', 'Forty', 'percent', 'said', 'it', 'should', 'become', 'a', 'republic', 'and', '34', 'percent', 'that', 'it', 'should', 'keep', 'the', 'queen', 'as', 'its', 'head', 'of', 'state', '.']",32
become.v.83,become.v,become,v,"['With', 'respect', 'to', 'existence', 'value', ',', 'the', 'real', 'problem', 'is', 'that', 'its', 'measurement', 'often', 'becomes', 'subjective', '.']",14
become.v.84,become.v,become,v,"['All', 'agreed', 'that', 'Gore', 'is', 'doomed', 'if', 'the', 'treaty', 'becomes', 'his', 'signature', 'issue', '.']",9
